country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2010,6
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,6
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2010,6
Korea Ro (South),141.1,34.8,20,17716,6,6700,6,8190,0,0,3804,2010,6
Lithuania,10,76.2,0,0,0,0,0,0,2,3400,0,2010,6
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2010,6
Mexico,10.1,4.8,2,1310,0,0,0,0,2,2000,253,2010,6
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2010,6
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2010,6
Poland,0,0,0,0,0,0,6,6000,0,0,0,2010,6
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2010,6
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,4135,2010,6
Slovakia,13.1,53.5,4,1760,2,840,0,0,1,1200,269,2010,6
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2010,6
South Africa,11.6,4.8,2,1842,0,0,3,3565,24,4000,321,2010,6
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2010,6
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2010,6
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2010,6
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2010,6
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2010,6
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2031,2010,6
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,6
United Kingdom,62.9,17.9,19,11035,0,0,4,6600,6,8600,2235,2010,6
Usa,798.7,20.2,104,101163,1,1180,9,11800,23,33000,19538,2010,6
Vietnam,0,0,0,0,0,0,4,4000,6,6000,0,2010,6
World,2560,14,439,374690,57,57555,151,165699,345,366775,68646,2010,6
Argentina,7.6,7,2,935,1,692,2,767,1,740,123,2010,5
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,55,2010,5
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,5
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,5
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2010,5
Brazil,12.2,3,2,1901,0,0,1,1245,4,4000,311,2010,5
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,272,2010,5
Canada,85.3,14.8,18,12679,2,1500,4,4400,3,3800,1675,2010,5
China,65.7,1.9,11,8587,23,25310,34,38160,120,120000,2875,2010,5
Czech Republic,25.7,33.8,6,3686,0,0,0,0,2,3400,678,2010,5
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,5
Finland,22.6,32.9,4,2696,1,1600,0,0,1,1000,1149,2010,5
France,391.7,75.2,58,63236,1,1630,1,1630,1,1630,10153,2010,5
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2010,5
Hungary,14.3,43,4,1880,0,0,0,0,2,2000,295,2010,5
India,14.8,2.2,19,4183,4,2572,20,16740,40,49000,908,2010,5
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,5
Iran,0,0,0,0,1,915,2,1900,1,300,148,2010,5
Israel,0,0,0,0,0,0,0,0,1,1200,0,2010,5
Italy,0,0,0,0,0,0,0,0,10,17000,0,2010,5
Japan,263.1,28.9,54,47102,2,2756,12,16532,1,1300,8003,2010,5
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2010,5
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,5
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2010,5
Korea Ro (South),141.1,34.8,20,17716,6,6700,6,8190,0,0,3804,2010,5
Lithuania,10,76.2,0,0,0,0,0,0,2,3400,0,2010,5
Mexico,10.1,4.8,2,1310,0,0,0,0,2,2000,253,2010,5
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2010,5
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2010,5
Poland,0,0,0,0,0,0,6,6000,0,0,0,2010,5
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2010,5
Russia,152.8,17.8,32,22811,9,7550,15,17100,30,28000,4135,2010,5
Slovakia,13.1,53.5,4,1760,2,840,0,0,1,1200,269,2010,5
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2010,5
South Africa,11.6,4.8,2,1842,0,0,3,3565,24,4000,321,2010,5
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2010,5
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2010,5
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2010,5
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2010,5
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2010,5
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2031,2010,5
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,5
United Kingdom,62.9,17.9,19,11035,0,0,4,6600,6,8600,2235,2010,5
Usa,796.9,20.2,104,101119,1,1180,9,11800,23,33000,19538,2010,5
Vietnam,0,0,0,0,0,0,4,4000,6,6000,0,2010,5
World,2558,14,438,374127,54,56145,148,161999,342,363175,68646,2010,5
Argentina,6.8,6.2,2,935,1,692,2,767,1,740,123,2010,4
Armenia,2.3,39.4,1,376,0,0,1,1060,NA,NA,55,2010,4
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,4
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,4
Belgium,43.4,53.8,7,5943,0,0,0,0,0,0,1052,2010,4
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,311,2010,4
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,272,2010,4
Canada,88.6,14.8,18,12679,2,1500,4,4400,3,3800,1675,2010,4
China,65.3,2.2,11,8587,21,22960,36,40510,120,120000,2875,2010,4
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,678,2010,4
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,4
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,1149,2010,4
France,418.3,76.2,58,63236,1,1630,1,1630,1,1630,10153,2010,4
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3453,2010,4
Hungary,14,37.2,4,1880,0,0,0,0,2,2000,295,2010,4
India,13.2,2,19,4183,4,2572,20,16740,34,41000,908,2010,4
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,4
Iran,0,0,0,0,1,915,2,1900,1,300,148,2010,4
Israel,0,0,0,0,0,0,0,0,1,1200,0,2010,4
Italy,0,0,0,0,0,0,0,0,10,17000,0,2010,4
Japan,240.5,24.9,54,47102,1,1373,13,17915,1,1300,8003,2010,4
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,4
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2010,4
Korea Ro (South),144.3,35.6,20,17716,6,6700,6,8190,0,0,3804,2010,4
Lithuania,9.1,72.9,0,0,0,0,0,0,2,3400,0,2010,4
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,253,2010,4
Netherlands,3.9,3.8,1,485,0,0,0,0,1,1000,107,2010,4
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,68,2010,4
Poland,0,0,0,0,0,0,0,0,6,6000,0,2010,4
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,175,2010,4
Russia,152.1,16.9,32,22811,8,6380,16,18300,30,28000,4135,2010,4
Slovakia,15.5,56.4,4,1760,2,840,0,0,1,1200,269,2010,4
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,145,2010,4
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,321,2010,4
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1458,2010,4
Sweden,61.3,42,10,9399,0,0,0,0,0,0,1537,2010,4
Switzerland,26.3,39.2,5,3252,0,0,0,0,3,4000,557,2010,4
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2010,4
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2010,4
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,2031,2010,4
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,4
United Kingdom,52.5,13.5,19,11035,0,0,4,6600,6,8600,2235,2010,4
Usa,809,19.7,104,101119,1,1180,9,11800,23,33000,19538,2010,4
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2010,4
World,2601,15,438,374127,52,51242,143,157932,344,363175,68646,2010,4
Argentina,6.8,6.2,2,935,1,692,2,767,1,740,123,2010,2
Armenia,2.3,39.4,1,376,0,0,1,1060,NA,NA,55,2010,2
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,2
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,2
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1052,2010,2
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,311,2010,2
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,272,2010,2
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1675,2010,2
China,65.3,2.2,11,8587,20,21880,37,41590,120,120000,2875,2010,2
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,678,2010,2
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,2
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,1149,2010,2
France,418.3,76.2,58,63236,1,1630,1,1630,1,1630,10153,2010,2
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3453,2010,2
Hungary,14,37.2,4,1880,0,0,0,0,2,2000,295,2010,2
India,13.2,2,18,3981,5,2774,23,21500,15,20000,908,2010,2
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,2
Iran,0,0,0,0,1,915,2,1900,1,300,148,2010,2
Israel,0,0,0,0,0,0,0,0,1,1200,0,2010,2
Italy,0,0,0,0,0,0,0,0,10,17000,0,2010,2
Japan,240.5,24.9,54,47102,1,1373,13,17915,1,1300,8003,2010,2
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,2
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2010,2
Korea Ro (South),144.3,35.6,20,17716,6,6700,6,8190,0,0,3804,2010,2
Lithuania,9.1,72.9,0,0,0,0,0,0,2,3400,0,2010,2
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,253,2010,2
Netherlands,3.9,3.8,1,485,0,0,0,0,1,1000,107,2010,2
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,68,2010,2
Poland,0,0,0,0,0,0,0,0,6,6000,0,2010,2
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,175,2010,2
Russia,152.1,16.9,31,21821,9,7130,8,8000,37,36680,4135,2010,2
Slovakia,15.5,56.4,4,1760,2,840,0,0,1,1200,269,2010,2
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,145,2010,2
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,321,2010,2
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1458,2010,2
Sweden,61.3,42,10,9399,0,0,0,0,0,0,1537,2010,2
Switzerland,26.3,39.2,5,3252,0,0,0,0,3,4000,557,2010,2
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2010,2
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2010,2
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,2031,2010,2
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,2
United Kingdom,52.5,13.5,19,11035,0,0,4,6600,6,9600,2235,2010,2
Usa,809,19.7,104,101119,1,1180,11,13800,19,25000,19538,2010,2
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2010,2
World,2601,15,436,372693,53,51114,142,156422,327,343000,68646,2010,2
Argentina,6.8,6.2,2,935,1,692,2,767,1,740,123,2010,1
Armenia,2.3,39.4,1,376,0,0,1,1060,NA,NA,55,2010,1
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,1
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,1
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1052,2010,1
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,311,2010,1
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,272,2010,1
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1675,2010,1
China,65.3,2.2,11,8587,20,21880,37,41250,120,120000,2875,2010,1
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,678,2010,1
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,1
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,1149,2010,1
France,418.3,76.2,58,63236,1,1630,1,1630,1,1630,10153,2010,1
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3453,2010,1
Hungary,14,37.2,4,1880,0,0,0,0,2,2000,295,2010,1
India,13.2,2,18,3981,5,2774,23,21500,15,20000,908,2010,1
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,1
Iran,0,0,0,0,1,915,2,1900,1,300,148,2010,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2010,1
Italy,0,0,0,0,0,0,0,0,10,17000,0,2010,1
Japan,240.5,24.9,54,47102,1,1373,13,17915,1,1300,8003,2010,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,1
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2010,1
Korea Ro (South),144.3,35.6,20,17716,6,6700,6,8190,0,0,3804,2010,1
Lithuania,9.1,72.9,0,0,0,0,0,0,2,3400,0,2010,1
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,253,2010,1
Netherlands,3.9,3.8,1,485,0,0,0,0,1,1000,107,2010,1
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,68,2010,1
Poland,0,0,0,0,0,0,0,0,6,6000,0,2010,1
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,175,2010,1
Russia,152.1,16.9,31,21743,9,7130,8,8000,37,36680,4135,2010,1
Slovakia,15.5,56.4,4,1760,2,840,0,0,1,1200,269,2010,1
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,145,2010,1
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,321,2010,1
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1458,2010,1
Sweden,61.3,42,10,9399,0,0,0,0,0,0,1537,2010,1
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,557,2010,1
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2010,1
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2010,1
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,2031,2010,1
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,1
United Kingdom,52.5,13.5,19,11035,0,0,4,6600,6,9600,2235,2010,1
Usa,809,19.7,104,101119,1,1180,11,13800,19,25000,19538,2010,1
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2010,1
World,2601,15,436,372600,53,51114,142,156082,327,342905,68646,2010,1
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,12
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,12
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,12
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,12
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,12
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,12
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,12
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1670,2009,12
China,65.3,2.2,11,8587,18,19240,35,37000,90,79000,2010,2009,12
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,610,2009,12
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,12
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,12
France,418.3,76.2,58,63236,1,1630,1,1630,1,1630,10569,2009,12
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,12
Hungary,14,37.2,4,1870,0,0,0,0,2,2000,274,2009,12
India,13.2,2,17,3779,6,2976,23,21500,15,20000,961,2009,12
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,12
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,12
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,12
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,12
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,12
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,12
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,12
Korea Ro (South),144.3,35.6,20,17716,6,6700,6,8190,0,0,3444,2009,12
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,12
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,12
Netherlands,3.9,3.8,1,485,0,0,0,0,1,1000,97,2009,12
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,12
Poland,0,0,0,0,0,0,0,0,6,6000,0,2009,12
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,12
Russia,152.1,16.9,31,21743,9,7130,7,8000,37,36680,3537,2009,12
Slovakia,15.5,56.4,4,1760,2,840,0,0,1,1200,251,2009,12
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,12
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,12
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,12
Sweden,61.3,42,10,9399,0,0,0,0,0,0,1395,2009,12
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,12
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,12
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,12
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,12
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,12
United Kingdom,52.5,13.5,19,11035,0,0,4,6600,6,9600,2059,2009,12
Usa,809,19.7,104,101119,1,1180,11,13800,19,25000,18867,2009,12
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,12
World,2601,15,435,372707,53,49588,136,149645,299,304005,65405,2009,12
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,10
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,10
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,10
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,10
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,10
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,10
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,10
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1670,2009,10
China,65.3,2.2,11,8587,17,17540,34,36380,90,79000,2010,2009,10
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,610,2009,10
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,10
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,10
France,418.3,76.2,59,63473,1,1630,1,1630,1,1630,10569,2009,10
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,10
Hungary,14,37.2,4,1826,0,0,0,0,2,2000,274,2009,10
India,13.2,2,17,3779,6,2976,23,21500,15,20000,961,2009,10
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,10
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,10
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,10
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,10
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,10
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,10
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,10
Korea Ro (South),144.3,35.6,20,17716,6,6700,6,8190,0,0,3444,2009,10
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,10
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,10
Netherlands,3.9,3.8,1,485,0,0,0,0,0,0,97,2009,10
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,10
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,10
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,10
Russia,152.1,16.9,31,21743,9,7130,7,8000,37,36680,3537,2009,10
Slovakia,15.5,56.4,4,1760,2,840,0,0,1,1200,251,2009,10
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,10
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,10
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,10
Sweden,61.3,42,10,9399,0,0,0,0,0,0,1395,2009,10
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,10
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,10
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,10
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,10
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,10
United Kingdom,52.5,13.5,19,11035,0,0,4,6400,4,6000,2059,2009,10
Usa,809,19.7,104,101119,1,1180,11,13800,19,25000,18867,2009,10
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,10
World,2601,15,436,372900,52,47888,135,148825,295,303405,65405,2009,10
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,9
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,9
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,9
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,9
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,9
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,9
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,9
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1670,2009,9
China,65.3,2.2,11,8587,16,16440,35,37480,90,79000,2010,2009,9
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,610,2009,9
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,9
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,9
France,418.3,76.2,59,63473,1,1630,1,1630,1,1630,10569,2009,9
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,9
Hungary,14,37.2,4,1826,0,0,0,0,2,2000,274,2009,9
India,13.2,2,17,3779,6,2976,23,21500,15,20000,961,2009,9
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,9
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,9
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,9
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,9
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,9
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,9
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,9
Korea Ro (South),144.3,35.6,20,17716,5,5350,7,9450,0,0,3444,2009,9
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,9
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,9
Netherlands,3.9,3.8,1,485,0,0,0,0,0,0,97,2009,9
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,9
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,9
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,9
Russia,152.1,16.9,31,21743,9,7130,7,8000,37,36680,3537,2009,9
Slovakia,15.5,56.4,4,1688,2,840,0,0,1,1200,251,2009,9
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,9
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,9
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,9
Sweden,61.3,42,10,9104,0,0,0,0,0,0,1395,2009,9
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,9
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,9
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,9
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,9
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,9
United Kingdom,52.5,13.5,19,11035,0,0,4,6400,4,6000,2059,2009,9
Usa,809,19.7,104,101119,1,1180,11,13800,19,25000,18867,2009,9
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,9
World,2601,15,436,372533,50,45438,137,151185,295,303405,65405,2009,9
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,8
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,8
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,8
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,8
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,8
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,8
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,8
Canada,88.6,14.8,18,12652,2,1500,4,4400,3,3800,1670,2009,8
China,65.3,2.2,11,8587,15,15360,34,36380,80,72000,2010,2009,8
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,610,2009,8
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,8
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,8
France,418.3,76.2,59,63473,1,1630,1,1630,1,1630,10569,2009,8
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,8
Hungary,14,37.2,4,1826,0,0,0,0,2,2000,274,2009,8
India,13.2,2,17,3779,6,2976,23,21500,15,20000,961,2009,8
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,8
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,8
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,8
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,8
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,8
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,8
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,8
Korea Ro (South),144.3,35.6,20,17716,5,5350,7,9450,0,0,3444,2009,8
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,8
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,8
Netherlands,3.9,3.8,1,485,0,0,0,0,0,0,97,2009,8
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,8
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,8
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,8
Russia,152.1,16.9,31,21743,9,7130,7,8000,28,25880,3537,2009,8
Slovakia,15.5,56.4,4,1688,2,840,0,0,1,1200,251,2009,8
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,8
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,8
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,8
Sweden,61.3,42,10,9104,0,0,0,0,0,0,1395,2009,8
